x,y
333394.9718704498,396043.05429687497
339614.9812131065,393281.9542762995
339762.0116546774,384928.9763653884
336984.97028747154,387252.04318724177
334134.9709680921,389572.0258195208
342507.0041655734,386276.0352421503
333511.0230514492,396639.9458099066
334984.96776456013,390025.05263433343
335870.01704128645,394296.94654117886
334785.01790875883,390199.0447876392
339207.9937658962,391181.99090669095
342174.00878105103,392979.044344004
337813.0293088029,389020.04661970725
335765.97792170284,390908.9946099752
334984.96776456013,390025.05263433343
334603.00423800026,390105.97462572897
338785.98443231627,394073.04128106195
336346.9901129617,392171.05467977916
336613.99524447706,388605.9995697267
342568.0112292091,392547.98481120885
336645.9962754944,391390.05518090114
334963.0215448621,390020.01305702317
333399.99972786277,384044.9943379506
334996.0002479491,390354.03466086974
336182.0177041186,396006.04915701796
334577.991862322,389955.9955297327
337301.96473954956,391052.9693043613
333248.9907709672,397090.9489628738
338550.02056312194,388446.9730376893
340370.97810578975,390144.9926994954
335274.969312448,393996.9478764551
